event_id,season,pdf_format,pdf_filename,division,distance_m,round,skater_name,time_text,time_seconds,flag
160,2019-2020,llm,2019_Ohio_Invitational_complete.pdf,Bizarro,500,Final C,Kosuke Tomori-Carrier,01:08.4,68.39,TIME_IMPOSSIBLE
160,2019-2020,llm,2019_Ohio_Invitational_complete.pdf,Bizarro,333,Final C,John Paul Manning,48.96,48.96,TIME_IMPOSSIBLE
160,2019-2020,llm,2019_Ohio_Invitational_complete.pdf,El Toro,500,Final C,Kento Taniguchi,01:09.3,69.34,TIME_IMPOSSIBLE
160,2019-2020,llm,2019_Ohio_Invitational_complete.pdf,El Toro,500,Final C,Shane Miller,01:09.5,69.51,TIME_IMPOSSIBLE
191,2018-2019,llm,2019_January_Thaw_and_NEST_3_complete.pdf,Meet Elite Mixed,111,Best Time,Christopher Knickmeyer,22.86,22.86,TIME_IMPOSSIBLE
191,2018-2019,llm,2019_January_Thaw_and_NEST_3_complete.pdf,Meet Elite Mixed,111,Best Time,Cooper Dunn,21.86,21.86,TIME_IMPOSSIBLE
191,2018-2019,llm,2019_January_Thaw_and_NEST_3_complete.pdf,Meet Elite Mixed,111,Best Time,Kaitlyn Thornton,23.85,23.85,TIME_IMPOSSIBLE
195,2018-2019,llm,2019_Jeff_Golz_complete.pdf,Snowmen,222,,Owen Rodgers,31.14,31.14,TIME_IMPOSSIBLE
195,2018-2019,llm,2019_Jeff_Golz_complete.pdf,Snowmen,222,,Aiden Bregitzer,32.13,32.13,TIME_IMPOSSIBLE
195,2018-2019,llm,2019_Jeff_Golz_complete.pdf,Snowmen,222,,Shane Miller,32.51,32.51,TIME_IMPOSSIBLE
195,2018-2019,llm,2019_Jeff_Golz_complete.pdf,Snowmen,222,,Ian Fischer,33.2,33.2,TIME_IMPOSSIBLE
